id,name,limit,lowalch,highalch,members
3144,Cooked karambwan,10000.0,100.0,150.0,True
29152,Cooked kyatt,10000.0,1.0,2.0,True
29146,Cooked larupia,10000.0,1.0,2.0,True
2142,Cooked meat,6000.0,1.0,2.0,False
29143,Cooked moonlight antelope,6000.0,1.0,2.0,True
24785,Cooked mystery meat,999.0,1.0,2.0,True
2343,Cooked oomlie wrap,15.0,14.0,21.0,True
29137,Cooked pyre fox,10000.0,1.0,2.0,True
3228,Cooked rabbit,6000.0,1.0,2.0,True
3381,Cooked slimy eel,6000.0,1.0,1.0,True
29140,Cooked sunlight antelope,10000.0,1.0,2.0,True
5988,Cooked sweetcorn,11000.0,3.0,5.0,True
29128,Cooked wild kebbit,10000.0,1.0,2.0,True
1955,Cooking apple,13000.0,1.0,1.0,False
436,Copper ore,13000.0,1.0,1.0,False
7466,Cornflour,15.0,1.0,1.0,False
28537,Corrupted armadyl godsword,999.0,100000.0,150000.0,True
29599,Corrupted dark bow,999.0,100000.0,150000.0,True
28534,Corrupted dragon claws,999.0,100000.0,150000.0,True
28545,Corrupted scythe of vitur (uncharged),999.0,100000.0,150000.0,True
28549,Corrupted tumeken's shadow (uncharged),999.0,100000.0,150000.0,True
28540,Corrupted twisted bow,999.0,100000.0,150000.0,True
28531,Corrupted voidwaker,999.0,100000.0,150000.0,True
29602,Corrupted volatile nightmare staff,999.0,100000.0,150000.0,True
564,Cosmic rune,18000.0,20.0,30.0,False
1454,Cosmic talisman,11000.0,1.0,2.0,True
5539,Cosmic tiara,40.0,40.0,60.0,True
31460,Cotton boll,999.0,40.0,60.0,True
31545,Cotton seed,2000.0,2.0,3.0,True
31469,Cotton yarn,13000.0,48.0,72.0,True
1739,Cowhide,13000.0,1.0,1.0,False
31708,Crab paste,13000.0,120.0,180.0,True
22547,Craw's bow (u),8.0,48000.0,72000.0,True
632,Cream boots,150.0,80.0,120.0,True
662,Cream hat,150.0,64.0,96.0,True
652,Cream robe bottoms,150.0,72.0,108.0,True
642,Cream robe top,150.0,72.0,108.0,True
20243,Crier bell,4.0,2000.0,3000.0,True
20240,Crier coat,4.0,2000.0,3000.0,True
12319,Crier hat,4.0,2000.0,3000.0,True
837,Crossbow,125.0,28.0,42.0,False
9438,Crossbow string,11000.0,1.0,1.0,True
8496,Crude chair (flatpack),500.0,4.0,6.0,True
2165,Crunchy tray,40.0,4.0,6.0,True
30848,Crushed infernal shale,25000.0,32.0,48.0,True
6693,Crushed nest,11000.0,80.0,120.0,True
21975,Crushed superior dragon bones,11000.0,20.0,30.0,True
28220,Crystal 2h axe,999.0,208000.0,312000.0,False
28223,Crystal 2h axe (inactive),999.0,208000.0,312000.0,False
23956,Crystal armour seed,100.0,200000.0,300000.0,True
8624,Crystal ball (flatpack),500.0,4.0,6.0,True
24000,Crystal grail,999.0,12000.0,18000.0,True
989,Crystal key,11000.0,60.0,90.0,True
8628,Crystal of power (flatpack),500.0,4.0,6.0,True
23953,Crystal tool seed,100.0,200000.0,300000.0,True
4207,Crystal weapon seed,70.0,1.0,1.0,True
4460,Cup of hot water,13000.0,4.0,6.0,True
1978,Cup of tea,2000.0,4.0,6.0,True
4458,Cup of water,13000.0,4.0,6.0,True
32892,Cupronickel bar,999.0,11.0,16.0,True
10820,Cured yak-hide,13000.0,40.0,60.0,True
2011,Curry,10000.0,8.0,12.0,True
5970,Curry leaf,11000.0,7.0,11.0,True
5499,Curry sapling,200.0,1.0,1.0,True
5286,Curry tree seed,200.0,15.0,23.0,True
29486,Cursed amulet of magic,125.0,360.0,540.0,False
19915,Cyclops head,4.0,2000.0,3000.0,True
6729,Dagannoth bones,7500.0,60.0,90.0,True
6155,Dagannoth hide,11000.0,24.0,36.0,True
24288,Dagon'hai hat,999.0,6800.0,10200.0,True
24294,Dagon'hai robe bottom,999.0,36000.0,54000.0,True
24291,Dagon'hai robe top,999.0,56000.0,84000.0,True
24333,Dagon'hai robes set,999.0,86800.0,130200.0,True
19665,Damaged monkey tail,13000.0,1.0,1.0,True
12777,Dareeyak teleport (tablet),10000.0,1.0,1.0,True
11235,Dark bow,8.0,48000.0,72001.0,True
19970,Dark bow tie,4.0,2000.0,3000.0,True
2641,Dark cavalier,4.0,80.0,120.0,True
11936,Dark crab,10000.0,128.0,192.0,True
11940,Dark fishing bait,8000.0,1.0,1.0,True
12528,Dark infinity colour kit,4.0,2000.0,3000.0,True
10115,Dark kebbit fur,10000.0,84.0,126.0,True
19964,Dark trousers,4.0,2400.0,3600.0,True
19961,Dark tuxedo cuffs,4.0,1200.0,1800.0,True
19958,Dark tuxedo jacket,4.0,4000.0,6000.0,True
19967,Dark tuxedo shoes,4.0,1200.0,1800.0,True
10127,Dashing kebbit fur,10000.0,108.0,162.0,True
560,Death rune,25000.0,72.0,108.0,False
1456,Death talisman,11000.0,1.0,2.0,True
5547,Death tiara,40.0,40.0,60.0,True
12540,Deerstalker,4.0,920.0,1380.0,True
11459,Defence mix(1),2000.0,24.0,36.0,True
11457,Defence mix(2),2000.0,36.0,54.0,True
137,Defence potion(1),2000.0,24.0,36.0,True
135,Defence potion(2),2000.0,36.0,54.0,True
133,Defence potion(3),2000.0,48.0,72.0,True
2432,Defence potion(4),2000.0,60.0,90.0,True
23294,Demon feet,4.0,400.0,600.0,False
31111,Demon tear,13000.0,200.0,300.0,True
30800,Demonic tallow,11000.0,200.0,300.0,True
1837,Desert boots,150.0,8.0,12.0,True
10063,Desert camo legs,999.0,8.0,12.0,True
28854,Desert camo legs (equipped),999.0,8.0,12.0,True
10061,Desert camo top,999.0,8.0,12.0,True
28851,Desert camo top (equipped),999.0,8.0,12.0,True
10123,Desert devil fur,10000.0,6.0,10.0,True
9735,Desert goat horn,13000.0,4.0,7.0,True
6390,Desert legs,150.0,10.0,15.0,True
1835,Desert robe,150.0,16.0,24.0,True
6386,Desert robes,150.0,10.0,15.0,True
1833,Desert shirt,150.0,16.0,24.0,True
6384,Desert top,150.0,6.0,9.0,True
6388,Desert top (overcoat),150.0,14.0,21.0,True
22954,Devout boots,70.0,8000.0,12000.0,True
21034,Dexterous prayer scroll,5.0,32000.0,48000.0,True
12877,Dharok's armour set,8.0,160000.0,240000.0,True
4718,Dharok's greataxe,15.0,83200.0,124800.0,True
4890,Dharok's greataxe 0,15.0,83200.0,124800.0,True
4716,Dharok's helm,15.0,41200.0,61800.0,True
4884,Dharok's helm 0,15.0,41200.0,61800.0,True
4720,Dharok's platebody,15.0,112000.0,168000.0,True
4896,Dharok's platebody 0,15.0,112000.0,168000.0,True
4722,Dharok's platelegs,15.0,110000.0,165000.0,True
4902,Dharok's platelegs 0,15.0,110000.0,165000.0,True
30773,Diabolic worms,8000.0,36.0,54.0,True
1601,Diamond,11000.0,800.0,1200.0,False
1700,Diamond amulet,10000.0,1410.0,2115.0,False
1681,Diamond amulet (u),10000.0,1410.0,2115.0,False
9192,Diamond bolt tips,11000.0,53.0,79.0,True
9340,Diamond bolts,11000.0,76.0,115.0,True
9243,Diamond bolts (e),11000.0,84.0,126.0,True
11092,Diamond bracelet,10000.0,1530.0,2295.0,True
21969,Diamond dragon bolts,11000.0,340.0,510.0,True
21946,Diamond dragon bolts (e),11000.0,352.0,528.0,True
1662,Diamond necklace,18000.0,1470.0,2205.0,False
1643,Diamond ring,10000.0,1410.0,2115.0,False
12403,Digsite teleport,10000.0,4.0,6.0,True
21015,Dinh's bulwark,8.0,224000.0,336000.0,True
981,Disk of returning,50.0,48.0,72.0,False
24644,Divine bastion potion(1),2000.0,72.0,108.0,True
24641,Divine bastion potion(2),2000.0,144.0,216.0,True
24638,Divine bastion potion(3),2000.0,216.0,324.0,True
24635,Divine bastion potion(4),2000.0,288.0,432.0,True
24632,Divine battlemage potion(1),2000.0,72.0,108.0,True
24629,Divine battlemage potion(2),2000.0,144.0,216.0,True
24626,Divine battlemage potion(3),2000.0,216.0,324.0,True
24623,Divine battlemage potion(4),2000.0,288.0,432.0,True
23754,Divine magic potion(1),2000.0,16.0,24.0,True
23751,Divine magic potion(2),2000.0,36.0,54.0,True
23748,Divine magic potion(3),2000.0,68.0,102.0,True
23745,Divine magic potion(4),2000.0,100.0,150.0,True
23742,Divine ranging potion(1),2000.0,16.0,24.0,True
23739,Divine ranging potion(2),2000.0,36.0,54.0,True
23736,Divine ranging potion(3),2000.0,68.0,102.0,True
23733,Divine ranging potion(4),2000.0,100.0,150.0,True
23706,Divine super attack potion(1),2000.0,16.0,24.0,True
23703,Divine super attack potion(2),2000.0,36.0,54.0,True
23700,Divine super attack potion(3),2000.0,68.0,102.0,True
23697,Divine super attack potion(4),2000.0,100.0,150.0,True
23694,Divine super combat potion(1),2000.0,16.0,24.0,True
23691,Divine super combat potion(2),2000.0,36.0,54.0,True
23688,Divine super combat potion(3),2000.0,68.0,102.0,True
23685,Divine super combat potion(4),2000.0,100.0,150.0,True
23730,Divine super defence potion(1),2000.0,16.0,24.0,True
23727,Divine super defence potion(2),2000.0,36.0,54.0,True
23724,Divine super defence potion(3),2000.0,68.0,102.0,True
23721,Divine super defence potion(4),2000.0,100.0,150.0,True
23718,Divine super strength potion(1),2000.0,16.0,24.0,True
23715,Divine super strength potion(2),2000.0,36.0,54.0,True
23712,Divine super strength potion(3),2000.0,68.0,102.0,True
23709,Divine super strength potion(4),2000.0,100.0,150.0,True
21143,Dodgy necklace,10000.0,420.0,630.0,True
1573,Doogle leaves,15.0,1.0,1.0,True
8880,Dorgeshuun crossbow,70.0,800.0,1200.0,True
19727,Double eye patch,4.0,1.0,1.0,True
11286,Draconic visage,5.0,300000.0,450000.0,True
7158,Dragon 2h sword,8.0,88000.0,132000.0,True
21882,Dragon armour set (lg),8.0,200000.0,300000.0,True
21885,Dragon armour set (sk),8.0,200000.0,300000.0,True
11212,Dragon arrow,11000.0,320.0,480.0,True
11227,Dragon arrow(p),11000.0,320.0,480.0,True
11228,Dragon arrow(p+),11000.0,320.0,480.0,True
11229,Dragon arrow(p++),11000.0,320.0,480.0,True
11237,Dragon arrowtips,10000.0,200.0,300.0,True
6739,Dragon axe,40.0,22000.0,33000.0,True
1377,Dragon battleaxe,70.0,80000.0,120000.0,True
1911,Dragon bitter,2000.0,1.0,1.0,True
8524,Dragon bitter (flatpack),500.0,4.0,6.0,True
5809,Dragon bitter(4),2000.0,1.0,1.0,True
5745,Dragon bitter(m),2000.0,1.0,1.0,True
5889,Dragon bitter(m4),2000.0,1.0,1.0,True
21905,Dragon bolts,11000.0,170.0,255.0,True
21924,Dragon bolts (p),11000.0,172.0,258.0,True
21926,Dragon bolts (p+),11000.0,174.0,261.0,True
21928,Dragon bolts (p++),11000.0,176.0,264.0,True
21930,Dragon bolts (unf),13000.0,56.0,84.0,True
536,Dragon bones,7500.0,64.0,96.0,True
11840,Dragon boots,70.0,8000.0,12000.0,True
22231,Dragon boots ornament kit,4.0,2000.0,3000.0,True
12373,Dragon cane,4.0,12000.0,18000.0,True
32115,Dragon cannon barrel,100.0,20000.0,30000.0,True
31916,Dragon cannonball,11000.0,720.0,1080.0,True
3140,Dragon chainbody,70.0,100000.0,150000.0,True
12534,Dragon chainbody ornament kit,4.0,2000.0,3000.0,True
13652,Dragon claws,8.0,82000.0,123000.0,True
21902,Dragon crossbow,70.0,21600.0,32400.0,True
21921,Dragon crossbow (u),10000.0,12000.0,18000.0,True
1215,Dragon dagger,70.0,12000.0,18000.0,True
1231,Dragon dagger(p),70.0,9600.0,14400.0,True
5680,Dragon dagger(p+),70.0,9600.0,14400.0,True
5698,Dragon dagger(p++),70.0,9600.0,14400.0,True
11230,Dragon dart,11000.0,200.0,300.0,True
11232,Dragon dart tip,11000.0,100.0,150.0,True
11231,Dragon dart(p),11000.0,200.0,300.0,True
11233,Dragon dart(p+),11000.0,200.0,300.0,True
11234,Dragon dart(p++),11000.0,200.0,300.0,True
20143,Dragon defender ornament kit,4.0,2000.0,3000.0,True
28217,Dragon felling axe,999.0,22000.0,33000.0,True
11335,Dragon full helm,8.0,60000.0,90000.0,True
12538,Dragon full helm ornament kit,4.0,2000.0,3000.0,True
3204,Dragon halberd,70.0,100000.0,150000.0,True
21028,Dragon harpoon,5.0,22000.0,33000.0,True
22731,Dragon hasta,70.0,24960.0,37440.0,True
22734,Dragon hasta(p),70.0,24960.0,37440.0,True
22737,Dragon hasta(p+),70.0,24960.0,37440.0,True
22740,Dragon hasta(p++),70.0,24960.0,37440.0,True
21012,Dragon hunter crossbow,8.0,32000.0,48000.0,True
22978,Dragon hunter lance,8.0,120000.0,180000.0,True
30070,Dragon hunter wand,8.0,120000.0,180000.0,True
11256,Dragon impling jar,18000.0,20.0,30.0,True
19484,Dragon javelin,11000.0,180.0,270.0,True
19582,Dragon javelin tips,10000.0,780.0,1170.0,True
19486,Dragon javelin(p),11000.0,180.0,270.0,True
19488,Dragon javelin(p+),11000.0,180.0,270.0,True
19490,Dragon javelin(p++),11000.0,180.0,270.0,True
32017,Dragon keel parts,100.0,15000.0,22500.0,True
21895,Dragon kiteshield,70.0,640000.0,960000.0,True
22239,Dragon kiteshield ornament kit,4.0,2000.0,3000.0,True
22804,Dragon knife,11000.0,66.0,100.0,True
22806,Dragon knife(p),7000.0,66.0,99.0,True
22808,Dragon knife(p+),7000.0,66.0,99.0,True
22810,Dragon knife(p++),7000.0,66.0,99.0,True
12536,Dragon legs/skirt ornament kit,4.0,2000.0,3000.0,True
21918,Dragon limbs,10000.0,14000.0,21000.0,True
1305,Dragon longsword,70.0,40000.0,60000.0,True
1434,Dragon mace,70.0,20000.0,30000.0,True
1149,Dragon med helm,8.0,40000.0,60000.0,True
22103,Dragon metal lump,50.0,60000.0,90000.0,True
22097,Dragon metal shard,50.0,480000.0,720000.0,True
31996,Dragon metal sheet,64.0,20000.0,30000.0,True
22100,Dragon metal slice,50.0,40000.0,60000.0,True
31406,Dragon nails,13000.0,140.0,210.0,True
1664,Dragon necklace,10000.0,7350.0,11025.0,True
11920,Dragon pickaxe,40.0,39180.0,58770.0,True
12800,Dragon pickaxe upgrade kit,50.0,640.0,960.0,True
21892,Dragon platebody,70.0,800000.0,1200000.0,True
22236,Dragon platebody ornament kit,4.0,2000.0,3000.0,True
4087,Dragon platelegs,70.0,108000.0,162000.0,True
4585,Dragon plateskirt,70.0,108000.0,162000.0,True
241,Dragon scale dust,13000.0,20.0,31.0,True
4587,Dragon scimitar,70.0,40000.0,60000.0,True
20002,Dragon scimitar ornament kit,4.0,2000.0,3000.0,True
1249,Dragon spear,70.0,24960.0,37440.0,True
1263,Dragon spear(p),70.0,24960.0,37440.0,True
5716,Dragon spear(p+),70.0,24960.0,37440.0,True
5730,Dragon spear(p++),70.0,24960.0,37440.0,True
1187,Dragon sq shield,70.0,200000.0,300000.0,True
12532,Dragon sq shield ornament kit,4.0,2000.0,3000.0,True
21009,Dragon sword,70.0,28800.0,43200.0,True
20849,Dragon thrownaxe,11000.0,300.0,450.0,True
13576,Dragon warhammer,8.0,48000.0,72000.0,True
22111,Dragonbone necklace,8.0,32000.0,48000.0,True
11284,Dragonfire shield,8.0,800000.0,1200000.0,True
22003,Dragonfire ward,8.0,800000.0,1200000.0,True
22929,Dragonfruit,11000.0,38.0,57.0,True
22795,Dragonfruit pie,10000.0,28.0,42.0,True
22866,Dragonfruit sapling,200.0,1.0,1.0,True
22877,Dragonfruit tree seed,200.0,172.0,258.0,True
1615,Dragonstone,11000.0,4000.0,6000.0,True
1702,Dragonstone amulet,10000.0,7050.0,10575.0,True
1683,Dragonstone amulet (u),10000.0,7050.0,10575.0,True
23667,Dragonstone armour set,999.0,32000.0,48000.0,True
9193,Dragonstone bolt tips,11000.0,266.0,400.0,True
9341,Dragonstone bolts,11000.0,386.0,580.0,True
9244,Dragonstone bolts (e),11000.0,425.0,637.0,True
24043,Dragonstone boots,999.0,5000.0,7500.0,True
11115,Dragonstone bracelet,10000.0,7650.0,11475.0,True
21971,Dragonstone dragon bolts,11000.0,398.0,597.0,True
21948,Dragonstone dragon bolts (e),11000.0,460.0,690.0,True
24034,Dragonstone full helm,999.0,14080.0,21120.0,False
24046,Dragonstone gauntlets,999.0,5000.0,7500.0,True
24037,Dragonstone platebody,999.0,26000.0,39000.0,False
24040,Dragonstone platelegs,999.0,25600.0,38400.0,False
1645,Dragonstone ring,10000.0,7050.0,10575.0,True
22783,Drake bones,7500.0,64.0,96.0,True
22957,Drake's claw,15.0,40000.0,60000.0,True
22960,Drake's tooth,70.0,40000.0,60000.0,True
19615,Draynor manor teleport (tablet),10000.0,1.0,1.0,True
21652,Drift net,600.0,8.0,12.0,True
538,Druid's robe,125.0,12.0,18.0,True
540,Druid's robe top,125.0,16.0,24.0,True
2092,Drunk dragon,2000.0,12.0,18.0,True
28997,Dual macuahuitl,15.0,116004.0,174006.0,True
23206,Dual sai,8.0,2400.0,3600.0,True
30328,Dust,250.0,1.0,1.0,False
20736,Dust battlestaff,8.0,6200.0,9300.0,True
4696,Dust rune,18000.0,8.0,12.0,True
12863,Dwarf cannon set,40.0,240000.0,360000.0,True
267,Dwarf weed,11000.0,28.0,42.0,True
109,Dwarf weed potion (unf),10000.0,28.0,42.0,True
5303,Dwarf weed seed,200.0,2.0,3.0,True
11200,Dwarven helmet,50.0,24000.0,36000.0,True
1913,Dwarven stout,2000.0,1.0,1.0,False
5777,Dwarven stout(4),2000.0,1.0,1.0,True
5747,Dwarven stout(m),2000.0,1.0,1.0,True
5857,Dwarven stout(m4),2000.0,1.0,1.0,True
2126,Dwellberries,13000.0,1.0,2.0,True
5103,Dwellberry seed,600.0,10.0,15.0,True
13573,Dynamite,13000.0,20.0,30.0,True
4166,Earmuffs,70.0,80.0,120.0,True
1399,Earth battlestaff,18000.0,6200.0,9300.0,True
11244,Earth impling jar,18000.0,20.0,30.0,True
575,Earth orb,11000.0,120.0,180.0,True
557,Earth rune,50000.0,1.0,2.0,False
1440,Earth talisman,11000.0,1.0,2.0,False
5535,Earth tiara,40.0,40.0,60.0,False
30957,Earthbound tecpatl,999.0,12000.0,18000.0,True
1961,Easter egg,50.0,4.0,6.0,False
30451,Echo ahrim's ornament kit,999.0,2000.0,3000.0,True
28942,Echo crystal,8.0,60000.0,90000.0,True
30453,Echo home teleport scroll,999.0,10000.0,15000.0,True
31946,Echo pearl,999.0,3200.0,4800.0,True
30432,Echo venator bow ornament kit,999.0,2000.0,3000.0,True
30443,Echo virtus ornament kit,999.0,2000.0,3000.0,True
11248,Eclectic impling jar,18000.0,20.0,30.0,True
29000,Eclipse atlatl,15.0,64000.0,96000.0,True
31142,Eclipse moon armour set,999.0,58000.0,87000.0,True
29004,Eclipse moon chestplate,15.0,116004.0,174006.0,True
29049,Eclipse moon chestplate (broken),15.0,116004.0,174006.0,True
29010,Eclipse moon helm,15.0,41200.0,61800.0,True
29055,Eclipse moon helm (broken),15.0,41200.0,61800.0,True
29007,Eclipse moon tassets,15.0,115964.0,173946.0,True
29052,Eclipse moon tassets (broken),15.0,115964.0,173946.0,True
29415,Eclipse red,999.0,400.0,600.0,True
403,Edible seaweed,13000.0,1.0,1.0,True
21140,Efaritay's aid,10000.0,570.0,855.0,True
22595,Efh salt,10000.0,4.0,6.0,True
1944,Egg,13000.0,1.0,2.0,False
7064,Egg and tomato,13000.0,4.0,7.0,True
7056,Egg potato,13000.0,4.0,7.0,True
7435,Egg whisk,50.0,20.0,30.0,True
20595,Elder chaos hood,8.0,200.0,300.0,True
20520,Elder chaos robe,8.0,280.0,420.0,True
20517,Elder chaos top,8.0,320.0,480.0,True
21003,Elder maul,8.0,200004.0,300006.0,True
24517,Eldritch orb,8.0,1600000.0,2400000.0,True
9729,Elemental helmet,70.0,8.0,12.0,True
2890,Elemental shield,70.0,8.0,12.0,True
8626,Elemental sphere (flatpack),500.0,4.0,6.0,True
5516,Elemental talisman,40.0,200.0,300.0,True
26804,Elemental tiara,999.0,40.0,60.0,True
25985,Elidinis' ward,8.0,2000000.0,3000000.0,True
31481,Elkhorn coral,999.0,20.0,31.0,True
31511,Elkhorn frag,600.0,10.0,15.0,True
31662,Elkhorn potion (unf),999.0,10.0,15.0,True
24003,Elven boots,125.0,4000.0,6000.0,True
23948,Elven dawn,999.0,2.0,3.0,True
24006,Elven gloves,999.0,4000.0,6000.0,True
24024,Elven legwear,999.0,2000.0,3000.0,False
23943,Elven signet,5.0,12000.0,18000.0,True
24018,Elven skirt (white),999.0,2000.0,3000.0,False
24012,Elven skirt (yellow),999.0,2000.0,3000.0,False
24027,Elven top (white vest),999.0,2000.0,3000.0,False
24015,Elven top (white),999.0,2000.0,3000.0,False
24021,Elven top (yellow vest),999.0,2000.0,3000.0,False
24009,Elven top (yellow),999.0,2000.0,3000.0,False
12819,Elysian sigil,5.0,300000.0,450000.0,True
12817,Elysian spirit shield,8.0,800000.0,1200000.0,True
1605,Emerald,13000.0,200.0,300.0,False
1696,Emerald amulet,10000.0,510.0,765.0,False
1677,Emerald amulet (u),10000.0,510.0,765.0,False
9190,Emerald bolt tips,11000.0,13.0,19.0,True
9338,Emerald bolts,11000.0,21.0,31.0,True
9241,Emerald bolts (e),11000.0,23.0,35.0,True
11076,Emerald bracelet,10000.0,610.0,915.0,True
21965,Emerald dragon bolts,11000.0,320.0,480.0,True
21942,Emerald dragon bolts (e),11000.0,332.0,498.0,True
1658,Emerald necklace,18000.0,570.0,855.0,False
1639,Emerald ring,10000.0,510.0,765.0,False
4527,Empty candle lantern,10000.0,4.0,6.0,True
1980,Empty cup,13000.0,1.0,1.0,True
6667,Empty fishbowl,100.0,1.0,1.0,True
4525,Empty oil lamp,10000.0,10.0,15.0,True
4535,Empty oil lantern,10000.0,48.0,72.0,True
5350,Empty plant pot,10000.0,1.0,1.0,True
5418,Empty sack,10000.0,1.0,1.0,True
8019,Enchant diamond,10000.0,1.0,1.0,True
8020,Enchant dragonstone,10000.0,1.0,1.0,True
8017,Enchant emerald or jade,10000.0,1.0,1.0,True
8021,Enchant onyx,10000.0,1.0,1.0,True
8018,Enchant ruby or topaz,10000.0,1.0,1.0,True
8016,Enchant sapphire or opal,10000.0,1.0,1.0,True
7400,Enchanted hat,8.0,6000.0,9000.0,True
7398,Enchanted robe,8.0,32000.0,48000.0,True
7399,Enchanted top,8.0,48000.0,72000.0,True
11455,Energy mix(1),2000.0,14.0,21.0,True
11453,Energy mix(2),2000.0,28.0,43.0,True
3014,Energy potion(1),2000.0,14.0,21.0,False
3012,Energy potion(2),2000.0,28.0,43.0,False
3010,Energy potion(3),2000.0,44.0,66.0,False
3008,Energy potion(4),2000.0,58.0,87.0,False
23959,Enhanced crystal teleport seed,100.0,40000.0,60000.0,True
25859,Enhanced crystal weapon seed,70.0,200000.0,300000.0,True
29253,Enhanced quetzal whistle blueprint,999.0,2000.0,3000.0,True
13508,Ensouled abyssal head,3000.0,234.0,351.0,True
13505,Ensouled aviansie head,7500.0,221.0,331.0,True
13463,Ensouled bear head,3000.0,104.0,156.0,True
13496,Ensouled bloodveld head,3000.0,197.0,296.0,True
13472,Ensouled chaos druid head,3000.0,119.0,179.0,True
13493,Ensouled dagannoth head,7500.0,182.0,273.0,True
13502,Ensouled demon head,7500.0,210.0,316.0,True
13469,Ensouled dog head,3000.0,114.0,171.0,True
13511,Ensouled dragon head,7500.0,260.0,390.0,True
13481,Ensouled elf head,7500.0,143.0,214.0,True
13475,Ensouled giant head,3000.0,127.0,191.0,True
13448,Ensouled goblin head,3000.0,20.0,31.0,True
26997,Ensouled hellhound head,999.0,214.0,321.0,True
13487,Ensouled horror head,7500.0,161.0,241.0,True
13454,Ensouled imp head,3000.0,62.0,93.0,True
13490,Ensouled kalphite head,7500.0,173.0,259.0,True
13457,Ensouled minotaur head,3000.0,91.0,136.0,True
13451,Ensouled monkey head,3000.0,41.0,62.0,True
13478,Ensouled ogre head,3000.0,135.0,202.0,True
13460,Ensouled scorpion head,3000.0,98.0,148.0,True
13484,Ensouled troll head,7500.0,153.0,230.0,True
13499,Ensouled tzhaar head,3000.0,202.0,304.0,True
13466,Ensouled unicorn head,3000.0,106.0,160.0,True
31032,Ent branch,999.0,88.0,132.0,True
2128,Equa leaves,13000.0,1.0,1.0,True
11246,Essence impling jar,18000.0,20.0,30.0,True
13235,Eternal boots,15.0,30000.0,45000.0,True
13227,Eternal crystal,15.0,18000.0,27000.0,True
21270,Eternal gem,8.0,3800.0,5700.0,True
20433,Evil chicken feet,4.0,1.0,1.0,True
20439,Evil chicken head,4.0,1.0,1.0,True
20442,Evil chicken legs,4.0,1.0,1.0,True
20436,Evil chicken wings,4.0,1.0,1.0,True
21177,Expeditious bracelet,15000.0,460.0,690.0,True
12514,Explorer backpack,4.0,620.0,930.0,True
29833,Extended anti-venom+(1),2000.0,44.0,66.0,True
29830,Extended anti-venom+(2),2000.0,88.0,133.0,True
29827,Extended anti-venom+(3),2000.0,133.0,199.0,True
29824,Extended anti-venom+(4),2000.0,177.0,266.0,True
11962,Extended antifire mix(1),2000.0,64.0,96.0,True
11960,Extended antifire mix(2),2000.0,96.0,144.0,True
11957,Extended antifire(1),2000.0,44.0,66.0,True
11955,Extended antifire(2),2000.0,88.0,132.0,True
11953,Extended antifire(3),2000.0,132.0,198.0,True
11951,Extended antifire(4),2000.0,176.0,264.0,True
31647,Extended stamina potion(1),999.0,16.0,24.0,True
31644,Extended stamina potion(2),999.0,36.0,54.0,True
31641,Extended stamina potion(3),999.0,68.0,102.0,True
31638,Extended stamina potion(4),999.0,100.0,150.0,True
22224,Extended super antifire mix(1),2000.0,64.0,96.0,True
22221,Extended super antifire mix(2),2000.0,96.0,144.0,True
22218,Extended super antifire(1),2000.0,272.0,408.0,True
22215,Extended super antifire(2),2000.0,288.0,432.0,True
22212,Extended super antifire(3),2000.0,304.0,456.0,True
22209,Extended super antifire(4),2000.0,320.0,480.0,True
31623,Extreme energy potion(1),999.0,16.0,24.0,True
31620,Extreme energy potion(2),999.0,36.0,54.0,True
31617,Extreme energy potion(3),999.0,68.0,102.0,True
31614,Extreme energy potion(4),999.0,100.0,150.0,True
31115,Eye of ayak (uncharged),8.0,2400000.0,3600000.0,True
221,Eye of newt,13000.0,1.0,1.0,False
4164,Facemask,70.0,80.0,120.0,True
33074,Facility bottle (empty),999.0,200.0,300.0,True
4593,Fake beard,15.0,1.0,1.0,True
8009,Falador teleport (tablet),15000.0,1.0,1.0,True
8445,Fancy hedge (bagged),10000.0,10000.0,15000.0,True
8604,Fancy teak dresser (flatpack),500.0,4.0,6.0,True
20008,Fancy tiara,4.0,3200.0,4800.0,True
27670,Fangs of venenatis,8.0,32000.0,48000.0,True
3755,Farseer helm,70.0,24000.0,36000.0,True
3367,Fat snail,13000.0,6.0,9.0,True
3373,Fat snail meat,6000.0,12.0,18.0,True
4830,Fayrg bones,7500.0,1.0,1.0,True
314,Feather,30000.0,1.0,1.0,False
11990,Fedora,4.0,120.0,180.0,True
12404,Feldip hills teleport,10000.0,4.0,6.0,True
10119,Feldip weasel fur,10000.0,5.0,8.0,True
28177,Felling axe handle,999.0,2000.0,3000.0,True
19621,Fenkenstrain's castle teleport (tablet),10000.0,1.0,1.0,True
6382,Fez,150.0,8.0,12.0,True
6167,Fibula piece,11000.0,24.0,36.0,True
25766,Fiendish ashes,999.0,1.0,1.0,False
5354,Filled plant pot,2000.0,1.0,1.0,True
3470,Fine cloth,11000.0,200.0,300.0,True
32307,Fine fish offcuts,8000.0,1.0,1.0,True
1393,Fire battlestaff,18000.0,6200.0,9300.0,True
30631,Fire element staff crown,8.0,4000.0,6000.0,True
569,Fire orb,11000.0,120.0,180.0,True
554,Fire rune,50000.0,1.0,2.0,False
1442,Fire talisman,11000.0,1.0,2.0,False
5537,Fire tiara,40.0,40.0,60.0,False
22818,Fish chunks,13000.0,8.0,12.0,True
32380,Fish crate (bluefin),999.0,2.0,3.0,True
